team_slug,player,team,class,pos,ba,obp,slg,ops,gp,pa,ab,r,h,2b,3b,hr,rbi,hbp,bb,k,sb,cs
ucsandiego,Alex Leopard,UC San Diego,SR,LF,0.256,0.42,0.406,0.825,53,231,180,43,46,10,1,5,25,13,38,46,5,2
ucsandiego,Trevian Martinez,UC San Diego,SO,C,0.25,0.402,0.349,0.751,48,198,152,27,38,10,1,1,32,18,22,36,0,0
ucsandiego,Addison Klepsch,UC San Diego,SO,2B,0.223,0.351,0.338,0.689,46,168,139,22,31,8,1,2,26,3,25,24,4,4
ucsandiego,Nick Costello,UC San Diego,GR,RF,0.212,0.376,0.406,0.782,52,217,165,35,35,4,2,8,32,10,35,50,1,3
ucsandiego,Delshaun Lanier,UC San Diego,JR,DH,0.253,0.406,0.374,0.78,38,133,99,18,25,4,1,2,26,10,17,31,4,0
ucsandiego,Raphael Dunne,UC San Diego,FR,2B,0.25,0.464,0.25,0.714,12,28,20,10,5,0,0,0,3,3,5,5,3,1
ucsandiego,Michael Crossland,UC San Diego,JR,CF,0.241,0.333,0.481,0.815,40,191,162,31,39,9,0,10,25,6,18,35,2,5
ucsandiego,Nathaniel Widelski,UC San Diego,FR,CF,0.229,0.365,0.396,0.761,20,65,48,11,11,5,0,1,10,5,7,22,3,0
ucsandiego,Ryson Ujimori,UC San Diego,SR,2B,0.196,0.308,0.25,0.558,23,67,56,5,11,1,1,0,8,3,6,15,0,0
ucsandiego,Cal Elvis,UC San Diego,JR,C,0.194,0.286,0.387,0.673,15,36,31,3,6,3,0,1,3,1,3,15,0,0
ucsandiego,Thomas Maher,UC San Diego,SO,2B,0.184,0.377,0.306,0.683,26,74,49,8,9,3,0,1,11,4,13,17,1,2
ucsandiego,Bryan Bradshaw,UC San Diego,JR,DH,0.15,0.327,0.15,0.477,20,52,40,2,6,0,0,0,4,2,9,13,1,1
ucsandiego,Drake Bicknell,UC San Diego,GR,C,0.13,0.259,0.174,0.433,20,54,46,4,6,2,0,0,3,4,4,14,0,0
ucsandiego,Shane Cannon,UC San Diego,FR,2B,0.129,0.27,0.129,0.399,14,38,31,5,4,0,0,0,1,1,5,16,0,0
ucsandiego,Garrett Davidson,UC San Diego,SO,P,0,0.5,0,0.5,2,2,1,0,0,0,0,0,0,0,1,0,0,0
hawaii,Tate Shimao,Hawaii,JR,3B,0.306,0.401,0.425,0.826,47,188,160,33,49,13,0,2,26,13,13,33,5,4
hawaii,Ben Zeigler-Namoa,Hawaii,GR,1B,0.294,0.369,0.433,0.802,50,222,194,33,57,10,1,5,37,4,21,27,8,4
hawaii,Draven Nushida,Hawaii,SR,LF,0.247,0.309,0.288,0.596,46,164,146,13,36,3,0,1,16,3,11,19,3,1
hawaii,Jake Redding,Hawaii,SO,C,0.231,0.315,0.331,0.646,47,181,160,19,37,11,1,1,22,4,16,35,2,2
hawaii,Kody Watanabe,Hawaii,GR,2B,0.222,0.353,0.278,0.631,40,133,108,13,24,6,0,0,18,11,12,33,6,2
hawaii,Kamana Nahaku,Hawaii,GR,CF,0.213,0.397,0.288,0.685,50,215,160,27,34,6,0,2,13,17,32,44,17,5
hawaii,Kamaehu Sanchez,Hawaii,GR,C,0.375,0.464,0.542,1.006,10,28,24,3,9,4,0,0,5,0,4,7,0,0
hawaii,Elijah Ickes,Hawaii,JR,SS,0.305,0.373,0.4,0.773,29,120,105,16,32,3,2,1,10,6,6,24,4,2
hawaii,Noah Rodriguez,Hawaii,JR,2B,0.273,0.394,0.327,0.721,23,68,55,8,15,3,0,0,6,0,11,6,1,1
hawaii,Taylor Takata,Hawaii,JR,SS,0.27,0.375,0.303,0.678,34,104,89,14,24,1,1,0,7,3,12,13,1,3
hawaii,Mana Lau Kong,Hawaii,FR,DH,0.263,0.301,0.295,0.596,31,103,95,11,25,3,0,0,13,0,6,41,1,1
hawaii,Garrett Greco,Hawaii,SR,DH,0.259,0.31,0.259,0.57,18,31,27,4,7,0,0,0,4,0,2,6,0,1
hawaii,Josh Martin,Hawaii,JR,1B,0.256,0.312,0.36,0.672,35,94,86,12,22,3,0,2,9,4,3,15,0,1
hawaii,Gabe Wright,Hawaii,SR,LF,0.212,0.323,0.318,0.641,35,100,85,17,18,2,2,1,9,4,10,21,7,1
hawaii,Christian Hoffman,Hawaii,SR,RF,0.186,0.314,0.343,0.657,32,86,70,8,13,5,0,2,10,1,13,31,0,1
hawaii,Evan Rolbiecki,Hawaii,JR,LF,0.167,0.225,0.222,0.447,17,41,36,1,6,2,0,0,5,0,3,8,1,0
hawaii,Tino Bethancourt,Hawaii,GR,1B,0.1,0.182,0.1,0.282,19,33,30,4,3,0,0,0,1,1,2,17,0,0
hawaii,Koa Won,Hawaii,FR,C,0,0,0,0,2,3,3,0,0,0,0,0,1,0,0,0,0,0
calstfull,Paul Contreras,Cal State Fullerton,JR,RF,0.346,0.441,0.633,1.074,52,230,188,40,65,8,2,14,45,3,33,31,3,4
calstfull,Nick Miller,Cal State Fullerton,SR,LF,0.333,0.405,0.436,0.841,54,242,204,38,68,11,2,2,25,14,12,26,2,5
calstfull,Cameron Kim,Cal State Fullerton,JR,SS,0.293,0.351,0.471,0.822,54,247,225,33,66,20,1,6,32,2,18,38,3,1
calstfull,Andrew Kirchner,Cal State Fullerton,SR,1B,0.212,0.314,0.383,0.698,53,232,193,30,41,7,1,8,23,4,26,68,1,0
calstfull,Max Ortega,Cal State Fullerton,SR,C,0.198,0.305,0.265,0.57,47,189,162,12,32,5,0,2,15,7,18,41,0,0
calstfull,Esteban Olazaba,Cal State Fullerton,FR,3B,0.314,0.438,0.384,0.822,28,108,86,13,27,6,0,0,12,3,16,11,1,1
calstfull,Bren Wilkinson,Cal State Fullerton,SR,DH,0.286,0.324,0.343,0.667,16,38,35,2,10,2,0,0,6,0,2,7,1,1
calstfull,Ty Thomas,Cal State Fullerton,JR,DH,0.28,0.347,0.447,0.794,37,168,150,18,42,11,1,4,20,9,7,49,2,1
calstfull,Eli Lopez,Cal State Fullerton,SR,2B,0.264,0.372,0.32,0.692,34,150,125,16,33,7,0,0,12,5,17,32,8,2
calstfull,Hunter Meyer,Cal State Fullerton,FR,CF,0.245,0.3,0.286,0.586,41,164,147,18,36,6,0,0,13,1,11,41,2,1
calstfull,Cade O'Hara,Cal State Fullerton,JR,SS,0.236,0.324,0.303,0.627,26,104,89,11,21,1,1,1,9,1,11,33,1,0
calstfull,Niko Lombardi,Cal State Fullerton,SR,C,0.216,0.293,0.295,0.588,26,100,88,11,19,4,0,1,14,2,8,27,0,1
calstfull,Cam Burdick,Cal State Fullerton,SO,CF,0.182,0.25,0.309,0.559,35,123,110,20,20,6,1,2,9,4,6,44,2,3
calstfull,Damian Casas,Cal State Fullerton,FR,RF,0.176,0.222,0.235,0.458,6,18,17,1,3,1,0,0,0,0,1,7,1,0
calstfull,Brady Dobson,Cal State Fullerton,FR,DH,0.143,0.217,0.19,0.408,11,26,21,3,3,1,0,0,1,0,2,8,0,0
calstfull,Britton Beeson,Cal State Fullerton,SR,LF,0.116,0.25,0.186,0.436,18,53,43,3,5,0,0,1,3,0,8,21,1,1
calstfull,Logan Hart,Cal State Fullerton,JR,RF,0.1,0.357,0.1,0.457,9,15,10,2,1,0,0,0,2,1,3,6,1,0
calstfull,Waldie Perez,Cal State Fullerton,SR,C,0,0.5,0,0.5,3,11,4,4,0,0,0,0,0,3,1,1,1,0
ucdavis,Elijah McNeal,UC Davis,FR,SS,0.268,0.32,0.38,0.7,52,225,205,26,55,8,0,5,26,5,11,49,5,1
ucdavis,Tyler Howard,UC Davis,JR,RF,0.267,0.349,0.429,0.777,53,240,210,39,56,10,6,4,27,2,25,63,13,3
ucdavis,Kai Mault,UC Davis,FR,CF,0.248,0.331,0.359,0.691,44,178,153,17,38,7,2,2,25,4,16,44,3,0
ucdavis,Joey Wright,UC Davis,SR,2B,0.244,0.376,0.34,0.716,52,198,156,25,38,9,0,2,17,9,26,38,6,1
ucdavis,Braydon Wooldridge,UC Davis,SR,LF,0.225,0.302,0.326,0.628,48,203,178,23,40,5,2,3,20,2,19,12,2,2
ucdavis,Ryan Lee,UC Davis,SR,C,0.214,0.295,0.315,0.61,47,191,168,21,36,11,0,2,16,5,15,42,0,1
ucdavis,Zach Story,UC Davis,SO,3B,0.197,0.382,0.289,0.67,47,192,142,26,28,7,0,2,16,15,28,36,0,4
ucdavis,Ethan Felix,UC Davis,SR,1B,0.312,0.393,0.602,0.995,31,107,93,16,29,4,1,7,25,3,10,18,0,1
ucdavis,Korey Williams,UC Davis,SR,3B,0.296,0.394,0.358,0.752,29,95,81,13,24,2,0,1,12,1,12,16,0,0
ucdavis,Eli Burnham,UC Davis,FR,C,0.274,0.347,0.339,0.686,21,72,62,7,17,4,0,0,3,2,6,13,0,0
ucdavis,Evan Gentil,UC Davis,SO,C,0.259,0.344,0.519,0.862,15,65,54,7,14,5,0,3,15,0,8,21,0,0
ucdavis,Jaxon Murphy,UC Davis,JR,DH,0.252,0.306,0.383,0.689,37,125,115,13,29,6,0,3,18,2,7,30,0,1
ucdavis,Keenan Anzai,UC Davis,SO,1B,0.25,0.345,0.396,0.741,15,57,48,6,12,4,0,1,8,3,4,10,0,0
ucdavis,Houston Hirschkorn,UC Davis,SO,1B,0.227,0.329,0.288,0.617,23,76,66,7,15,1,0,1,7,1,9,25,0,0
ucdavis,Ethan Kang,UC Davis,JR,LF,0.2,0.2,0.2,0.4,5,10,10,0,2,0,0,0,0,0,0,1,2,0
ucdavis,Everet Johnson,UC Davis,SO,1B,0.17,0.279,0.283,0.562,21,61,53,9,9,3,0,1,5,7,1,24,0,0
ucdavis,Jack Castagnola,UC Davis,SO,DH,0.105,0.182,0.158,0.34,10,24,19,2,2,1,0,0,1,1,1,6,3,0
ucdavis,Kyle Pettersen,UC Davis,FR,DH,0,0.125,0,0.125,2,8,7,0,0,0,0,0,0,0,1,4,0,0
ucdavis,Tyler Wood,UC Davis,JR,P,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ucdavis,Grayson Bonanno,UC Davis,SO,P,0,0.25,0,0.25,2,4,3,0,0,0,0,0,0,0,1,2,0,0
ucirvine,Efren Ortega,UC Irvine,SO,C,0.306,0.436,0.339,0.775,42,159,124,32,38,4,0,0,17,8,22,21,0,0
ucirvine,Zach Fjelstad,UC Irvine,JR,SS,0.288,0.361,0.405,0.766,52,233,205,33,59,14,2,2,21,3,21,49,4,0
ucirvine,Frankie Carney,UC Irvine,JR,RF,0.281,0.392,0.352,0.744,51,242,196,28,55,12,1,0,20,7,31,36,10,2
ucirvine,Alonso Reyes,UC Irvine,JR,1B,0.27,0.42,0.389,0.809,52,240,185,24,50,6,2,4,34,18,32,38,2,1
ucirvine,Auggie Gutierrez,UC Irvine,JR,3B,0.256,0.407,0.32,0.727,41,171,125,21,32,5,0,1,20,7,27,34,5,0
ucirvine,Tommy Farmer IV,UC Irvine,JR,CF,0.232,0.366,0.413,0.779,42,172,138,25,32,4,3,5,22,10,21,39,9,0
ucirvine,Noah Alvarez,UC Irvine,JR,2B,0.177,0.319,0.208,0.528,40,121,96,13,17,1,1,0,13,2,19,20,1,0
ucirvine,Zach Crandall,UC Irvine,SR,C,0.358,0.456,0.493,0.948,21,79,67,11,24,6,0,1,17,3,9,21,1,0
ucirvine,Daniel Polasek,UC Irvine,SO,LF,0.33,0.396,0.436,0.832,24,107,94,17,31,7,0,1,18,2,9,10,0,1
ucirvine,Lucas Schermer,UC Irvine,FR,3B,0.318,0.423,0.455,0.878,22,79,66,19,21,3,0,2,10,2,10,22,1,0
ucirvine,Kai Smith,UC Irvine,SO,DH,0.278,0.278,0.444,0.722,9,18,18,4,5,1,1,0,2,0,0,6,1,0
ucirvine,Landon Gaz,UC Irvine,JR,DH,0.244,0.333,0.451,0.785,30,93,82,12,20,2,0,5,16,6,5,32,0,0
ucirvine,Zach Doyle,UC Irvine,FR,LF,0.231,0.364,0.308,0.671,29,110,91,12,21,5,1,0,15,3,16,40,3,1
ucirvine,Dylan Hillman,UC Irvine,SO,DH,0.216,0.333,0.275,0.608,20,63,51,5,11,3,0,0,5,2,8,20,0,0
ucirvine,Theo Kim,UC Irvine,SO,2B,0.208,0.296,0.292,0.588,14,28,24,3,5,2,0,0,3,2,1,7,0,0
ucirvine,Connor Dietsch,UC Irvine,JR,C,0.182,0.308,0.182,0.49,8,13,11,3,2,0,0,0,1,0,2,6,0,0
ucirvine,Rowan Felsch,UC Irvine,SR,LF,0.156,0.287,0.333,0.62,32,115,96,14,15,4,2,3,20,2,16,39,1,0
ucirvine,James Castagnola,UC Irvine,JR,3B,0.143,0.289,0.175,0.464,30,78,63,7,9,2,0,0,3,9,4,29,1,0
ucirvine,Michael Podstreleny,UC Irvine,FR,DH,0,0,0,0,4,7,7,0,0,0,0,0,0,0,0,4,0,0
calstnorth,Matthew Thomas,Cal State Northridge,JR,LF,0.34,0.415,0.684,1.099,53,241,209,47,71,21,3,15,44,7,22,47,3,1
calstnorth,Mateo Rickman,Cal State Northridge,FR,DH,0.318,0.383,0.462,0.845,44,151,132,20,42,8,1,3,21,8,7,22,1,1
calstnorth,Colton Boardman,Cal State Northridge,SO,2B,0.298,0.38,0.383,0.763,45,168,141,19,42,8,2,0,12,9,11,33,2,2
calstnorth,Kyle Panganiban,Cal State Northridge,SO,3B,0.294,0.4,0.524,0.924,44,204,170,36,50,4,4,9,37,11,19,35,8,3
calstnorth,Matthew Pena,Cal State Northridge,JR,1B,0.293,0.387,0.597,0.984,51,217,181,36,53,6,2,15,49,10,21,50,1,2
calstnorth,Will Linberg,Cal State Northridge,SR,RF,0.293,0.383,0.455,0.839,46,195,167,32,49,12,0,5,15,3,22,38,4,0
calstnorth,Vaughn Coleman,Cal State Northridge,FR,CF,0.291,0.416,0.552,0.968,50,218,172,38,50,13,1,10,36,18,21,32,7,5
calstnorth,Trent Abel,Cal State Northridge,JR,SS,0.267,0.297,0.391,0.688,53,224,202,30,54,11,1,4,34,2,9,36,4,0
calstnorth,Andrew Becker,Cal State Northridge,SO,LF,0.331,0.368,0.453,0.821,39,164,148,25,49,9,0,3,20,3,8,30,9,2
calstnorth,Matthew Cormier,Cal State Northridge,SO,C,0.298,0.349,0.614,0.963,20,64,57,11,17,3,0,5,12,1,4,16,0,0
calstnorth,Xavier Rios,Cal State Northridge,SO,C,0.214,0.279,0.339,0.618,23,63,56,5,12,1,0,2,5,2,3,24,0,0
calstnorth,Jehee Lee,Cal State Northridge,SO,C,0.197,0.311,0.279,0.589,31,78,61,8,12,5,0,0,4,1,10,25,1,0
calstnorth,Cameron Calvillo,Cal State Northridge,SR,3B,0.173,0.333,0.307,0.64,30,93,75,7,13,1,0,3,8,8,10,24,0,0
calstnorth,Daniel Behrmann,Cal State Northridge,JR,2B,0.167,0.167,0.167,0.333,9,12,12,1,2,0,0,0,0,0,0,4,0,0
calstnorth,Evan Saito,Cal State Northridge,JR,2B,0.111,0.273,0.148,0.421,14,35,27,6,3,1,0,0,4,5,1,7,3,1
calstnorth,Gage McCown,Cal State Northridge,FR,P,0,0.143,0,0.143,4,7,6,1,0,0,0,0,0,0,1,1,0,0
calstbaker,Evan Cloyd,CSU Bakersfield,SR,1B,0.322,0.445,0.465,0.91,55,254,202,43,65,8,0,7,49,25,23,29,6,5
calstbaker,Jacob May,CSU Bakersfield,SO,RF,0.299,0.384,0.481,0.866,51,216,187,42,56,9,5,5,29,5,22,39,9,6
calstbaker,Devon Wilkes,CSU Bakersfield,FR,DH,0.294,0.365,0.463,0.828,53,230,201,29,59,17,1,5,43,13,12,25,6,0
calstbaker,Elijah Pelayo,CSU Bakersfield,SR,SS,0.293,0.376,0.346,0.722,55,240,205,35,60,11,0,0,28,6,23,45,12,6
calstbaker,Elgin Bennett,CSU Bakersfield,SR,LF,0.265,0.389,0.477,0.867,53,190,155,35,41,9,3,6,34,13,20,47,14,3
calstbaker,Kanoa Morisaki,CSU Bakersfield,JR,C,0.252,0.394,0.419,0.813,51,194,155,28,39,12,1,4,28,8,29,42,3,4
calstbaker,Nick Mascaro,CSU Bakersfield,GR,CF,0.197,0.371,0.299,0.671,51,179,137,29,27,8,0,2,23,6,32,56,3,3
calstbaker,Brendan Thompson,CSU Bakersfield,FR,2B,0.175,0.377,0.34,0.717,46,131,97,21,17,8,1,2,17,11,21,39,3,2
calstbaker,Taison Miller,CSU Bakersfield,FR,CF,0.346,0.433,0.385,0.818,14,30,26,12,9,1,0,0,1,0,4,10,3,1
calstbaker,Dusty Vela,CSU Bakersfield,SR,3B,0.286,0.414,0.418,0.832,39,113,91,17,26,9,0,1,15,9,11,33,4,2
calstbaker,Carter Jorissen,CSU Bakersfield,JR,C,0.254,0.333,0.288,0.621,22,69,59,5,15,2,0,0,9,2,5,11,2,1
calstbaker,Yahir Acevedo,CSU Bakersfield,JR,RF,0.25,0.31,0.344,0.654,34,71,64,11,16,3,0,1,15,1,5,20,1,1
calstbaker,Garrett Teunissen,CSU Bakersfield,SR,LF,0.217,0.379,0.275,0.655,39,88,69,13,15,1,0,1,7,12,6,19,4,1
calstbaker,Carlos Cordero,CSU Bakersfield,JR,3B,0.208,0.208,0.208,0.417,14,25,24,2,5,0,0,0,1,0,0,5,2,1
calstbaker,Adam Salazar,CSU Bakersfield,SO,3B,0.2,0.417,0.229,0.645,22,49,35,10,7,1,0,0,5,0,13,8,3,1
calstbaker,Matt Dobson,CSU Bakersfield,SR,2B,0.123,0.194,0.123,0.316,33,65,57,4,7,0,0,0,3,2,3,22,2,1
calstbaker,Christian Lopez,CSU Bakersfield,FR,DH,0.1,0.182,0.1,0.282,8,11,10,0,1,0,0,0,0,0,1,5,1,1
calstbaker,Lewis Barnum V,CSU Bakersfield,GR,2B,0,0.16,0,0.16,17,25,20,4,0,0,0,0,1,1,3,12,0,0
calstbaker,Davis Goodwin,CSU Bakersfield,FR,LF,0,0.5,0,0.5,1,2,1,1,0,0,0,0,0,0,1,0,0,0
calstbaker,Trey Mandina,CSU Bakersfield,JR,C,0,0.5,0,0.5,2,2,1,0,0,0,0,0,0,0,1,0,0,0
calstbaker,Casey Leavitt-McGee,CSU Bakersfield,JR,,0,0.375,0,0.375,8,8,5,0,0,0,0,0,0,0,3,3,0,0
calstbaker,Al Nsah,CSU Bakersfield,JR,2B,0,1,0,0,1,1,0,2,0,0,0,0,0,0,1,0,1,0
ucriver,Manoah Chapman,UC Riverside,JR,2B,0.28,0.345,0.364,0.708,44,146,132,19,37,8,0,1,15,8,5,33,0,1
ucriver,Jarren Sanderson,UC Riverside,JR,3B,0.267,0.312,0.424,0.736,48,186,172,22,46,7,1,6,34,4,8,41,2,4
ucriver,Estaban Sepulveda,UC Riverside,SO,C,0.266,0.358,0.426,0.783,39,110,94,16,25,6,0,3,18,7,7,29,6,1
ucriver,David Gibbs,UC Riverside,SO,RF,0.26,0.366,0.29,0.656,45,157,131,19,34,2,1,0,16,3,19,28,4,3
ucriver,Robert Pitts,UC Riverside,SR,CF,0.242,0.319,0.409,0.727,51,207,186,29,45,7,3,6,23,6,15,42,10,4
ucriver,Lucas Bonham,UC Riverside,JR,3B,0.236,0.311,0.434,0.745,47,207,182,26,43,9,0,9,31,4,17,46,0,3
ucriver,Miles Scott,UC Riverside,FR,RF,0.232,0.269,0.283,0.552,41,104,99,13,23,2,0,1,13,1,4,25,1,0
ucriver,Jaxon Byrd,UC Riverside,SR,1B,0.23,0.301,0.392,0.693,45,163,148,14,34,10,1,4,11,3,12,42,2,0
ucriver,Tyler Gordon,UC Riverside,SR,SS,0.2,0.355,0.27,0.625,41,125,100,16,20,5,1,0,6,8,16,24,5,1
ucriver,Andrew Rivas,UC Riverside,GR,1B,0.154,0.223,0.214,0.437,42,131,117,14,18,7,0,0,11,2,9,23,0,0
ucriver,Ty Walton,UC Riverside,SO,DH,0.326,0.392,0.5,0.892,20,51,46,7,15,5,0,1,8,4,1,11,0,0
ucriver,Isaiah Hernandez,UC Riverside,SO,LF,0.258,0.316,0.337,0.653,34,99,89,9,23,7,0,0,11,4,4,30,1,1
ucriver,Evan Hall,UC Riverside,FR,LF,0.25,0.357,0.292,0.649,15,28,24,4,6,1,0,0,3,2,2,8,0,1
ucriver,Evan Chavez,UC Riverside,JR,2B,0.21,0.269,0.306,0.575,29,69,62,6,13,3,0,1,5,1,4,14,1,1
ucriver,David Whittle,UC Riverside,SR,C,0.205,0.255,0.273,0.528,33,96,88,12,18,3,0,1,6,0,6,24,4,0
ucriver,Hunter Backstrom,UC Riverside,SO,DH,0.143,0.28,0.286,0.566,20,25,21,7,3,0,0,1,2,1,3,10,1,1
ucriver,Tyler Bolyard,UC Riverside,FR,DH,0.133,0.222,0.133,0.356,16,18,15,1,2,0,0,0,1,0,2,7,0,0
ucriver,Griffin Harrison,UC Riverside,SR,SS,0.071,0.235,0.071,0.307,7,17,14,2,1,0,0,0,1,2,1,5,0,0
ucriver,Anthony Maldonado,UC Riverside,SO,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ucriver,Adrian Blanchet,UC Riverside,SO,P,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
jksonvilst,Jaxon Pate,Jacksonville State,SO,CF,0.347,0.458,0.438,0.896,63,277,219,53,76,14,0,2,30,6,42,38,9,5
jksonvilst,Trey King,Jacksonville State,JR,3B,0.338,0.431,0.484,0.916,62,278,225,41,76,17,2,4,45,7,33,42,5,2
jksonvilst,Brady Thomas,Jacksonville State,SR,DH,0.325,0.475,0.645,1.12,54,224,169,46,55,13,4,11,43,14,35,49,7,2
jksonvilst,Grayson Ashe,Jacksonville State,JR,C,0.317,0.408,0.48,0.888,63,271,221,44,70,10,1,8,64,14,25,37,3,1
jksonvilst,Caleb Johnson,Jacksonville State,SR,SS,0.309,0.413,0.559,0.972,62,273,220,59,68,21,2,10,53,17,24,51,23,3
jksonvilst,Cooper Blauser,Jacksonville State,JR,2B,0.307,0.385,0.476,0.862,62,280,231,58,71,18,3,5,57,7,28,47,26,4
jksonvilst,Luke Williams,Jacksonville State,JR,LF,0.287,0.402,0.382,0.784,56,199,157,27,45,6,0,3,22,9,22,39,7,5
jksonvilst,Matthew Cash,Jacksonville State,SO,1B,0.283,0.403,0.352,0.755,58,213,159,33,45,8,0,1,27,15,21,22,1,0
jksonvilst,Ace Williamson,Jacksonville State,SR,CF,0.275,0.38,0.407,0.786,35,112,91,35,25,4,1,2,14,3,13,27,13,1
jksonvilst,Orlando Pena,Jacksonville State,SR,1B,0.255,0.361,0.363,0.724,38,122,102,18,26,5,0,2,12,5,12,11,2,1
jksonvilst,Samuel Richardson,Jacksonville State,SO,DH,0.253,0.359,0.633,0.992,32,93,79,16,20,3,0,9,26,5,8,28,2,0
jksonvilst,Greg LaChance,Jacksonville State,SR,RF,0.247,0.33,0.326,0.656,32,103,89,14,22,4,0,1,10,1,10,16,5,2
jksonvilst,Cade Miles,Jacksonville State,SO,3B,0.2,0.333,0.4,0.733,5,6,5,0,1,1,0,0,1,0,1,1,0,0
jksonvilst,Trey Majette,Jacksonville State,SO,RF,0.184,0.226,0.263,0.489,32,85,76,14,14,2,2,0,8,0,5,19,3,1
jksonvilst,Evan Williams,Jacksonville State,SO,RF,0.167,0.167,0.167,0.333,6,6,6,1,1,0,0,0,1,0,0,4,0,0
jksonvilst,Ryan Stevens,Jacksonville State,JR,C,0.111,0.25,0.111,0.361,5,12,9,2,1,0,0,0,1,1,1,2,0,0
liberty,Tanner Marsh,Liberty,JR,SS,0.332,0.417,0.494,0.911,64,313,265,70,88,18,5,5,44,2,40,51,23,7
liberty,Jordan Jaffe,Liberty,SR,3B,0.326,0.382,0.445,0.827,57,259,227,48,74,12,3,3,45,3,22,35,7,0
liberty,Nick Barone,Liberty,SR,LF,0.322,0.41,0.586,0.996,63,278,239,49,77,19,4,12,58,6,31,55,17,4
liberty,Riley DeCandido,Liberty,JR,RF,0.272,0.423,0.412,0.835,64,296,228,49,62,14,0,6,44,20,42,52,11,2
liberty,Easton Swofford,Liberty,SR,2B,0.265,0.383,0.319,0.702,54,224,185,27,49,4,0,2,27,7,29,33,6,0
liberty,Josh Campos,Liberty,JR,CF,0.259,0.377,0.495,0.872,64,262,216,53,56,13,1,12,51,9,33,72,6,2
liberty,Jax Sorenson,Liberty,SR,1B,0.247,0.338,0.346,0.685,62,274,231,39,57,11,0,4,51,6,29,64,4,1
liberty,Kyle Hvidsten,Liberty,SR,C,0.203,0.422,0.372,0.793,53,205,148,36,30,7,0,6,20,21,35,50,5,2
liberty,Dylan Grabowski,Liberty,JR,2B,0.241,0.397,0.362,0.759,17,73,58,11,14,3,2,0,8,6,9,14,4,0
liberty,Landon Scilley,Liberty,SO,DH,0.239,0.361,0.31,0.671,43,169,142,30,34,5,1,1,16,6,21,34,6,2
liberty,Anderson Fulk,Liberty,GR,DH,0.211,0.5,0.263,0.763,19,31,19,7,4,1,0,0,4,4,7,10,0,0
liberty,Tucker Moore,Liberty,JR,C,0.2,0.377,0.475,0.852,20,54,40,8,8,2,0,3,10,3,9,12,4,1
liberty,Charlie Brinkman,Liberty,SO,C,0.2,0.333,0.2,0.533,4,7,5,0,1,0,0,0,0,1,0,1,0,0
liberty,Ryan Drumm,Liberty,JR,RF,0.188,0.329,0.325,0.653,37,144,117,25,22,7,0,3,19,13,12,31,9,2
liberty,John Simmons,Liberty,SR,1B,0,0.214,0,0.214,12,14,10,0,0,0,0,0,1,1,2,7,0,0
liberty,Braden Weaver,Liberty,SO,RF,0,0.5,0,0.5,2,2,1,0,0,0,0,0,0,0,1,0,1,0
missourist,Logan Fyffe,Missouri State,SO,SS,0.359,0.417,0.592,1.01,51,230,206,49,74,21,0,9,43,11,11,23,6,1
missourist,Bryce Cermenelli,Missouri State,GR,2B,0.351,0.41,0.476,0.886,47,213,191,40,67,12,0,4,23,3,16,12,1,0
missourist,Curry Sutherland,Missouri State,JR,3B,0.307,0.441,0.61,1.05,55,261,205,51,63,12,1,16,54,20,32,50,1,0
missourist,Gabe Roessler,Missouri State,GR,LF,0.306,0.376,0.513,0.888,47,187,160,31,49,10,1,7,39,5,14,25,2,1
missourist,Caden Bogenpohl,Missouri State,JR,CF,0.274,0.427,0.413,0.84,55,267,208,57,57,11,0,6,33,5,52,48,7,4
missourist,Carter Bergman,Missouri State,SR,C,0.267,0.385,0.572,0.958,52,218,180,46,48,7,0,16,45,15,21,54,1,1
missourist,Taeg Gollert,Missouri State,SR,RF,0.248,0.36,0.532,0.891,55,267,222,44,55,13,1,16,64,11,30,60,3,2
missourist,Jax Ryan,Missouri State,JR,SS,0.339,0.428,0.517,0.944,35,140,118,24,40,9,0,4,11,3,16,36,7,0
missourist,Brant Kragel,Missouri State,SR,1B,0.29,0.391,0.581,0.972,34,110,93,24,27,9,0,6,34,4,12,31,0,0
missourist,Charlie Carter,Missouri State,JR,C,0.288,0.356,0.558,0.914,19,61,52,13,15,2,0,4,10,0,6,18,3,0
missourist,Bobby Atkinson,Missouri State,GR,DH,0.287,0.368,0.515,0.882,34,119,101,22,29,5,0,6,21,5,9,30,1,0
missourist,Max Knight,Missouri State,JR,LF,0.273,0.377,0.547,0.923,39,155,128,30,35,5,0,10,37,4,19,47,3,1
missourist,Jackson Beaman,Missouri State,GR,RF,0.161,0.435,0.323,0.757,20,46,31,11,5,2,0,1,5,3,12,9,6,0
missourist,Bowen Tabola,Missouri State,SO,C,0,0.2,0,0.2,9,10,8,2,0,0,0,0,0,1,1,5,0,0
missourist,Michael Callahan,Missouri State,FR,LF,0,0.429,0,0.429,7,7,4,3,0,0,0,0,0,2,1,2,1,0
missourist,Adyn Schell,Missouri State,FR,P,0,1,0,0,2,2,0,0,0,0,0,0,1,0,2,0,0,0
