team_slug,player,team,class,pos,ba,obp,slg,ops,gp,pa,ab,r,h,2b,3b,hr,rbi,hbp,bb,k,sb,cs
iowa,Caleb Wulf,Iowa,SR,1B,0.385,0.437,0.489,0.926,56,257,231,46,89,15,0,3,49,8,14,13,3,2
iowa,Gable Mitchell,Iowa,SR,2B,0.36,0.452,0.535,0.987,56,270,228,59,82,15,5,5,43,9,31,18,15,4
iowa,Miles Risley,Iowa,SR,CF,0.303,0.439,0.509,0.948,47,214,165,45,50,8,1,8,34,14,29,56,16,0
iowa,Kellen Strohmeyer,Iowa,JR,RF,0.298,0.373,0.433,0.806,51,193,171,36,51,10,2,3,25,2,19,38,18,0
iowa,Joey Nerat,Iowa,SR,LF,0.294,0.399,0.546,0.945,54,194,163,32,48,15,4,6,40,7,22,48,16,1
iowa,Mitch Wood,Iowa,SR,DH,0.289,0.419,0.542,0.961,43,105,83,18,24,3,0,6,26,1,19,32,1,0
iowa,Kooper Schulte,Iowa,JR,SS,0.274,0.355,0.484,0.84,56,261,223,50,61,18,1,9,39,9,22,46,11,2
iowa,Jaixen Frost,Iowa,SO,3B,0.252,0.399,0.459,0.858,42,146,111,27,28,6,1,5,24,10,19,38,0,2
iowa,Brett White,Iowa,FR,RF,0.356,0.517,0.622,1.139,27,60,45,15,16,6,0,2,11,5,10,22,2,2
iowa,Ben Swails,Iowa,JR,3B,0.343,0.444,0.59,1.034,40,126,105,34,36,9,1,5,18,4,15,28,9,1
iowa,Carter Geffre,Iowa,FR,C,0.318,0.418,0.561,0.978,20,79,66,14,21,4,0,4,22,3,9,19,1,0
iowa,Max Burt,Iowa,SO,C,0.302,0.44,0.458,0.898,37,126,96,25,29,6,0,3,25,7,19,29,0,1
iowa,Jaylen Ziegler,Iowa,JR,LF,0.288,0.337,0.375,0.712,35,91,80,22,23,3,2,0,13,3,4,26,5,0
iowa,Kyle Alivo,Iowa,FR,P,0.286,0.333,0.536,0.869,18,30,28,7,8,4,0,1,7,0,2,10,0,0
iowa,Matthew Delgado,Iowa,GR,C,0.282,0.344,0.41,0.755,34,90,78,15,22,2,1,2,18,4,5,23,0,1
iowa,Bryce Phelps,Iowa,GR,DH,0.27,0.426,0.324,0.75,17,47,37,7,10,2,0,0,7,4,6,7,0,0
iowa,Tyler Guerin,Iowa,SO,P,0.111,0.25,0.111,0.361,5,12,9,2,1,0,0,0,1,1,1,3,0,0
iowa,Brolan Frost,Iowa,FR,P,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
illinois,AJ Putty,Illinois,FR,1B,0.313,0.396,0.507,0.903,55,255,217,41,68,13,1,9,52,4,29,47,3,0
illinois,Nick Groves,Illinois,SR,LF,0.312,0.446,0.42,0.865,54,262,205,44,64,11,4,1,26,11,40,27,12,4
illinois,Kyle Schupmann,Illinois,JR,3B,0.282,0.396,0.413,0.809,55,251,206,52,58,15,0,4,24,7,34,58,12,6
illinois,Michael Farina,Illinois,JR,2B,0.281,0.388,0.406,0.793,55,266,217,42,61,15,0,4,28,15,26,30,10,3
illinois,Will Johannes,Illinois,SR,C,0.266,0.352,0.554,0.906,42,159,139,27,37,10,0,10,42,3,16,57,1,0
illinois,J.R. Nelson,Illinois,JR,SS,0.259,0.418,0.367,0.786,52,202,147,25,38,7,0,3,29,10,34,22,4,1
illinois,Collin Jennings,Illinois,JR,RF,0.247,0.388,0.561,0.948,55,246,198,55,49,8,3,16,47,14,32,59,9,1
illinois,Daniel Contreras,Illinois,GR,C,0.238,0.309,0.335,0.645,46,184,164,24,39,7,0,3,22,6,11,21,4,0
illinois,Jack Zebig,Illinois,SR,LF,0.236,0.385,0.422,0.808,49,208,161,28,38,7,1,7,37,7,34,31,3,0
illinois,Cole Crafton,Illinois,FR,DH,0.32,0.469,0.48,0.949,17,32,25,9,8,1,0,1,4,0,7,13,0,0
illinois,Cole Warehime,Illinois,SR,RF,0.2,0.253,0.357,0.61,27,76,70,7,14,2,0,3,8,2,3,21,3,0
illinois,Luke Landrus,Illinois,SO,DH,0.192,0.276,0.269,0.545,14,29,26,5,5,2,0,0,3,1,2,10,0,0
illinois,Cameron Chee-Aloy,Illinois,JR,DH,0.15,0.327,0.15,0.477,19,52,40,4,6,0,0,0,3,3,8,7,1,1
illinois,Brayden Mazzacano,Illinois,SO,CF,0.143,0.278,0.286,0.563,11,38,28,8,4,0,2,0,6,0,6,9,4,0
rutgers,Matthew Chatelle,Rutgers,SR,C,0.302,0.395,0.365,0.759,45,189,159,30,48,4,0,2,30,2,23,45,0,1
rutgers,Trey Wells,Rutgers,SR,C,0.297,0.356,0.459,0.816,52,234,209,41,62,10,3,6,35,4,17,45,8,1
rutgers,Ryan Jaros,Rutgers,JR,1B,0.292,0.356,0.492,0.848,56,225,195,34,57,10,1,9,35,7,14,48,5,1
rutgers,Yomar Carreras,Rutgers,SO,SS,0.28,0.316,0.39,0.706,54,235,218,31,61,10,1,4,41,0,13,39,1,0
rutgers,Chase Krewson,Rutgers,JR,RF,0.264,0.368,0.452,0.82,55,235,197,35,52,6,2,9,30,7,26,39,7,2
rutgers,Charlie Meglio,Rutgers,JR,3B,0.249,0.362,0.463,0.825,56,243,201,40,50,9,2,10,37,7,31,46,4,0
rutgers,Peyton Bonds,Rutgers,JR,CF,0.352,0.436,0.535,0.972,36,166,142,31,50,8,0,6,29,6,16,21,13,2
rutgers,Kevin Novobilsky,Rutgers,GR,,0.333,0.5,0.333,0.833,4,4,3,0,1,0,0,0,0,1,0,2,0,0
rutgers,Gabriel Rivera,Rutgers,FR,2B,0.31,0.419,0.448,0.867,31,108,87,22,27,6,0,2,10,8,9,19,0,0
rutgers,Tristan Salinas,Rutgers,SO,LF,0.278,0.364,0.459,0.823,39,151,133,21,37,9,0,5,17,4,14,36,3,1
rutgers,Jack Sweeney,Rutgers,SO,RF,0.255,0.33,0.51,0.84,30,111,98,16,25,2,1,7,15,7,4,18,2,3
rutgers,Tyler Wiltsey,Rutgers,FR,LF,0.21,0.258,0.29,0.548,32,68,62,12,13,5,0,0,4,1,3,21,4,0
rutgers,Quinten Perilli,Rutgers,SR,LF,0.203,0.382,0.319,0.701,26,89,69,11,14,5,0,1,12,6,14,20,0,0
rutgers,Joey Erace,Rutgers,FR,2B,0.188,0.263,0.261,0.524,26,77,69,9,13,2,0,1,7,1,6,15,0,0
rutgers,Julius Rosado,Rutgers,FR,2B,0.167,0.309,0.238,0.547,24,56,42,10,7,1,1,0,12,0,10,17,0,0
rutgers,Thomas Kendrick,Rutgers,SR,RF,0,0,0,0,3,5,5,1,0,0,0,0,0,0,0,3,0,0
washington,Jackson Hotchkiss,Washington,SO,LF,0.339,0.417,0.72,1.138,45,218,186,47,63,9,1,20,47,4,24,57,7,3
washington,Sam DeCarlo,Washington,SR,SS,0.29,0.387,0.471,0.859,56,248,210,37,61,13,2,7,37,3,32,52,10,3
washington,Blake Wilson,Washington,JR,3B,0.274,0.337,0.402,0.739,48,200,179,28,49,8,3,3,20,1,17,57,9,2
washington,Braeden Terry,Washington,GR,RF,0.27,0.388,0.405,0.793,56,246,200,37,54,10,4,3,26,8,33,43,2,2
washington,Mic Paul,Washington,JR,CF,0.245,0.401,0.37,0.77,55,233,184,28,45,8,3,3,26,5,43,60,11,3
washington,Ethan Swidler,Washington,SR,C,0.233,0.347,0.356,0.703,44,175,146,20,34,6,0,4,15,3,23,49,0,0
washington,Tyler Cowan,Washington,SR,2B,0.226,0.361,0.3,0.661,57,236,190,25,43,11,0,1,19,10,31,27,3,3
washington,Casen Taggart,Washington,GR,1B,0.221,0.337,0.397,0.734,43,164,136,22,30,5,2,5,15,0,25,43,3,0
washington,Drew Johnson,Washington,SO,1B,0.5,0.5,0.5,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0
washington,Colton Bower,Washington,JR,DH,0.311,0.381,0.662,1.043,39,170,148,30,46,10,3,12,36,5,13,50,3,0
washington,Daniel Porras,Washington,FR,RF,0.291,0.352,0.527,0.88,28,126,110,22,32,8,0,6,21,2,9,31,3,3
washington,Alexander Pearson,Washington,FR,DH,0.24,0.394,0.32,0.714,14,33,25,3,6,2,0,0,8,4,3,8,2,0
washington,Landon Young,Washington,FR,3B,0.229,0.27,0.349,0.619,26,89,83,19,19,0,2,2,12,1,4,27,8,1
washington,Ian Draper,Washington,FR,DH,0.216,0.275,0.27,0.545,19,40,37,3,8,2,0,0,7,0,3,13,2,0
washington,Aidan Dougherty,Washington,SR,RF,0.194,0.316,0.226,0.542,23,76,62,6,12,2,0,0,4,4,8,15,8,3
washington,Kevin Spear,Washington,JR,C,0.111,0.286,0.111,0.397,7,14,9,1,1,0,0,0,3,3,0,4,1,0
washington,Bryce Johnson,Washington,SO,P,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,3,0,0
minnesota,Weber Neels,Minnesota,SR,C,0.337,0.437,0.603,1.04,51,231,184,49,62,10,0,13,53,16,23,28,6,3
minnesota,Charlie Sutherland,Minnesota,JR,RF,0.325,0.434,0.572,1.006,53,237,194,47,63,11,2,11,56,10,29,31,15,1
minnesota,Davis Hamilton,Minnesota,SR,3B,0.296,0.467,0.464,0.93,53,240,179,49,53,12,0,6,33,16,43,28,17,5
minnesota,Jack Spanier,Minnesota,JR,SS,0.291,0.428,0.487,0.915,51,254,199,52,58,16,4,5,35,4,45,32,14,1
minnesota,Jack Mosh,Minnesota,SR,2B,0.29,0.42,0.383,0.803,40,137,107,28,31,7,0,1,10,6,18,18,3,0
minnesota,Ty Allen,Minnesota,JR,LF,0.269,0.356,0.495,0.851,51,216,182,35,49,8,3,9,46,2,26,41,9,1
minnesota,Jack Bello,Minnesota,SR,1B,0.264,0.357,0.563,0.919,45,172,144,25,38,13,0,10,30,6,17,45,1,1
minnesota,Easton Richter,Minnesota,SR,CF,0.259,0.323,0.566,0.889,52,236,212,54,55,16,2,15,47,3,18,51,17,2
minnesota,Jake Quinn,Minnesota,FR,RF,0.333,0.333,0.667,1,2,3,3,1,1,1,0,0,2,0,0,1,0,0
minnesota,Sam Hunt,Minnesota,SR,C,0.246,0.378,0.462,0.84,25,85,65,17,16,3,1,3,18,2,13,26,5,1
minnesota,Jameson Martin,Minnesota,SO,2B,0.244,0.372,0.321,0.693,26,95,78,12,19,3,0,1,16,5,11,19,7,0
minnesota,Brayden Hellum,Minnesota,JR,DH,0.222,0.341,0.333,0.674,20,45,36,9,8,2,1,0,5,1,6,14,0,2
minnesota,Michael Lippe,Minnesota,SR,LF,0.221,0.403,0.263,0.666,30,125,95,13,21,4,0,0,17,2,27,32,9,1
minnesota,Jackson Akin,Minnesota,FR,DH,0.212,0.372,0.394,0.766,12,43,33,10,7,3,0,1,6,2,7,16,1,0
minnesota,Ethan Cole,Minnesota,SR,DH,0.15,0.261,0.6,0.861,10,23,20,7,3,0,0,3,4,2,1,9,0,0
minnesota,Nathan O'Donnell,Minnesota,FR,P,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
minnesota,Michael Starrs,Minnesota,GR,2B,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
michiganst,Nick Williams,Michigan State,GR,LF,0.333,0.434,0.54,0.974,48,205,174,39,58,14,2,6,27,6,25,20,4,2
michiganst,Khamaree Thomas,Michigan State,SO,CF,0.319,0.402,0.418,0.819,51,220,182,40,58,12,0,2,31,1,27,35,8,1
michiganst,Isaac Sturgess,Michigan State,SO,CF,0.318,0.381,0.469,0.849,52,218,192,42,61,15,1,4,33,4,18,35,4,3
michiganst,Noah Bright,Michigan State,GR,C,0.295,0.396,0.449,0.844,44,183,156,30,46,6,0,6,25,7,19,38,1,0
michiganst,Parker Picot,Michigan State,JR,RF,0.287,0.357,0.669,1.026,42,157,136,30,39,10,0,14,41,6,11,55,0,2
michiganst,Randy Seymour,Michigan State,SR,1B,0.262,0.316,0.533,0.849,56,250,229,34,60,10,2,16,55,9,10,59,4,4
michiganst,Dayton Murphy,Michigan State,SO,SS,0.261,0.328,0.337,0.665,49,206,184,23,48,5,3,1,22,10,9,30,4,1
michiganst,CJ Deckinga,Michigan State,FR,3B,0.244,0.338,0.406,0.744,51,207,180,29,44,11,0,6,30,4,22,47,4,0
michiganst,Ryan McKay,Michigan State,JR,2B,0.231,0.343,0.297,0.641,56,237,195,28,45,7,0,2,26,9,26,27,6,4
michiganst,Anthony Elezaj,Michigan State,FR,C,0.333,0.5,0.667,1.167,4,8,6,3,2,2,0,0,3,1,1,2,0,0
michiganst,Isaiah Domey,Michigan State,FR,DH,0.296,0.367,0.296,0.663,10,30,27,6,8,0,0,0,0,0,3,11,1,0
michiganst,Trent Rice,Michigan State,JR,RF,0.254,0.373,0.299,0.672,25,83,67,14,17,3,0,0,3,5,9,14,3,5
michiganst,Adam Broski,Michigan State,JR,C,0.177,0.266,0.345,0.611,34,129,113,14,20,4,0,5,22,2,12,26,1,0
michiganst,Jasen Oliver,Michigan State,JR,SS,0.143,0.211,0.2,0.411,11,38,35,2,5,0,1,0,1,0,3,11,0,0
michiganst,Cole Van Ameyde,Michigan State,FR,3B,0.097,0.3,0.194,0.494,14,40,31,8,3,1,1,0,0,2,7,5,0,0
maryland,Brayden Martin,Maryland,JR,3B,0.352,0.488,0.449,0.937,56,286,216,60,76,13,1,2,39,7,56,20,21,3
maryland,Paul Jones II,Maryland,SO,1B,0.323,0.421,0.611,1.032,45,202,167,38,54,12,0,12,54,8,23,46,2,1
maryland,David Mendez,Maryland,JR,2B,0.316,0.401,0.549,0.95,54,254,215,56,68,13,2,11,50,8,25,31,12,2
maryland,Ty Kaunas,Maryland,FR,SS,0.286,0.41,0.438,0.848,56,269,217,44,62,16,1,5,39,1,46,62,4,0
maryland,Jordan Crosland,Maryland,SO,LF,0.283,0.414,0.519,0.932,51,237,187,50,53,8,0,12,43,9,36,50,12,4
maryland,Ryan Costello,Maryland,FR,DH,0.259,0.397,0.557,0.954,49,234,185,45,48,10,0,15,59,4,41,29,0,0
maryland,Parker Corbin,Maryland,SO,2B,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0
maryland,Franklin Pichardo Jr.,Maryland,FR,C,0.409,0.458,0.727,1.186,10,24,22,8,9,1,0,2,6,1,1,9,0,0
maryland,Nate Hawton-Henley,Maryland,FR,CF,0.364,0.477,0.5,0.977,31,115,88,23,32,4,1,2,18,6,15,20,6,0
maryland,Bud Coombs,Maryland,FR,CF,0.36,0.491,0.779,1.27,30,114,86,27,31,9,0,9,36,2,23,22,6,3
maryland,Michael Iannazzo,Maryland,SO,DH,0.355,0.475,0.387,0.862,20,40,31,5,11,1,0,0,3,1,7,3,0,0
maryland,Austin Weiss,Maryland,FR,P,0.324,0.368,0.382,0.751,9,38,34,4,11,2,0,0,0,0,3,7,1,0
maryland,Jackson Sirois,Maryland,SO,3B,0.299,0.444,0.522,0.967,22,91,67,22,20,3,0,4,19,2,18,14,5,0
maryland,Rylen Stockton,Maryland,SO,C,0.295,0.416,0.512,0.928,38,162,129,26,38,7,0,7,23,9,20,32,0,0
maryland,Devin Russell,Maryland,JR,C,0.25,0.374,0.602,0.976,26,108,88,22,22,4,0,9,26,9,9,31,0,0
maryland,Colin Gibbs,Maryland,SO,3B,0.212,0.366,0.242,0.608,18,43,33,6,7,1,0,0,8,4,4,11,0,0
maryland,Antonio Morales,Maryland,JR,CF,0.212,0.316,0.394,0.71,9,38,33,7,7,1,1,1,5,2,3,7,2,0
maryland,Aden Hill,Maryland,SR,CF,0.177,0.347,0.313,0.66,35,122,96,20,17,4,0,3,11,4,21,35,6,1
maryland,Aidan Driscoll,Maryland,SO,DH,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0
indiana,Caleb Koskie,Indiana,SO,LF,0.372,0.461,0.568,1.029,45,182,148,28,55,11,0,6,42,9,19,23,2,0
indiana,Hogan Denny,Indiana,SO,RF,0.357,0.452,0.647,1.099,51,248,207,63,74,18,0,14,44,10,28,32,11,3
indiana,Jake Hanley,Indiana,SO,1B,0.338,0.448,0.605,1.053,54,259,210,56,71,14,0,14,48,2,43,47,0,0
indiana,Cole Decker,Indiana,SO,CF,0.316,0.422,0.45,0.873,50,213,171,27,54,9,1,4,28,6,27,38,8,3
indiana,Cooper Malamazian,Indiana,SO,SS,0.301,0.389,0.444,0.833,51,231,196,33,59,10,3,4,36,3,27,48,4,3
indiana,Landen Fry,Indiana,FR,2B,0.28,0.343,0.355,0.698,50,205,186,28,52,8,0,2,30,5,13,22,0,0
indiana,Will Moore,Indiana,SO,3B,0.257,0.426,0.354,0.78,52,233,175,48,45,5,0,4,23,18,35,46,3,3
indiana,Brayden Ricketts,Indiana,FR,DH,0.235,0.377,0.451,0.828,48,193,153,24,36,6,0,9,28,9,27,38,0,0
indiana,Owen ten Oever,Indiana,FR,DH,0.314,0.39,0.57,0.96,30,100,86,16,27,4,0,6,27,1,11,23,1,0
indiana,Ayden Crouse,Indiana,JR,RF,0.242,0.342,0.337,0.679,33,114,95,20,23,1,1,2,10,5,10,27,12,3
indiana,Cal Gates,Indiana,FR,LF,0.175,0.268,0.27,0.537,28,76,63,11,11,3,0,1,7,2,6,18,2,0
indiana,TJ Schuyler,Indiana,JR,C,0.075,0.159,0.113,0.272,31,93,80,3,6,3,0,0,5,1,7,24,1,0
indiana,Mateo Noto,Indiana,FR,3B,0.071,0.188,0.071,0.259,6,16,14,1,1,0,0,0,1,0,2,4,0,0
indiana,Aiden Stewart,Indiana,SR,2B,0.059,0.333,0.059,0.392,11,26,17,2,1,0,0,0,0,1,6,9,0,0
indiana,Davian Carrera,Indiana,FR,LF,0,0,0,0,6,6,6,0,0,0,0,0,1,0,0,4,0,0
indiana,Brodey Bitove,Indiana,SO,DH,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,0
indiana,Miles Mador,Indiana,FR,,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,1,0,0
pennst,Michael Anderson,Penn State,SR,DH,0.358,0.47,0.742,1.212,50,232,190,43,68,11,1,20,53,18,23,30,2,0
pennst,Jack Porter,Penn State,JR,RF,0.311,0.376,0.477,0.853,41,173,151,29,47,13,0,4,21,7,11,17,0,0
pennst,Jayden Davis,Penn State,SR,2B,0.307,0.41,0.479,0.889,50,227,192,38,59,14,2,5,19,5,29,29,3,0
pennst,Bryce Molinaro,Penn State,JR,3B,0.269,0.367,0.56,0.927,51,226,193,32,52,7,2,15,44,7,24,63,0,2
pennst,Spencer Barnett,Penn State,JR,3B,0.256,0.339,0.506,0.845,43,178,156,27,40,7,1,10,20,0,20,47,4,4
pennst,Maddox McDonald,Penn State,SR,CF,0.254,0.336,0.342,0.678,39,135,114,17,29,2,1,2,15,2,13,45,10,2
pennst,Avery Smith,Penn State,FR,C,0.252,0.373,0.398,0.771,39,130,103,12,26,1,1,4,17,6,15,29,1,0
pennst,Preston Yaucher,Penn State,FR,SS,0.233,0.257,0.326,0.583,48,180,172,23,40,6,2,2,20,3,3,41,4,2
pennst,Nate Voss,Penn State,SR,C,0.5,0.667,0.5,1.167,1,3,2,1,1,0,0,0,0,1,0,0,1,0
pennst,Kevin Karstetter,Penn State,GR,1B,0.312,0.394,0.422,0.816,34,127,109,13,34,7,1,1,14,6,10,27,5,2
pennst,Cohl Mercado,Penn State,JR,CF,0.233,0.378,0.333,0.712,25,111,90,17,21,3,0,2,12,8,13,12,4,1
pennst,Jesse Jaconski,Penn State,SR,LF,0.229,0.303,0.45,0.753,33,122,109,15,25,6,0,6,15,3,9,33,0,1
pennst,Justin Turcovski,Penn State,SR,LF,0.167,0.352,0.286,0.638,20,54,42,6,7,0,1,1,6,0,12,14,2,1
pennst,Joey DeMucci,Penn State,SR,C,0.154,0.236,0.185,0.421,24,76,65,7,10,0,1,0,4,1,6,28,5,0
nwestern,Jack Lausch,Northwestern,SR,CF,0.312,0.393,0.653,1.047,52,234,202,52,63,13,4,16,41,4,25,65,8,2
nwestern,Nick Barron,Northwestern,FR,1B,0.3,0.357,0.521,0.878,52,213,190,35,57,15,0,9,33,2,17,31,0,0
nwestern,Noah Ruiz,Northwestern,GR,2B,0.295,0.341,0.455,0.796,52,223,200,28,59,11,0,7,39,6,10,26,0,1
nwestern,Ryan Kucherak,Northwestern,JR,SS,0.295,0.39,0.521,0.911,51,224,190,38,56,13,0,10,39,4,27,59,11,2
nwestern,Logan de Groot,Northwestern,SO,LF,0.279,0.376,0.328,0.704,40,141,122,15,34,6,0,0,12,3,16,40,4,1
nwestern,Owen McElfatrick,Northwestern,SR,3B,0.25,0.336,0.475,0.812,52,232,204,35,51,11,1,11,39,1,26,56,4,1
nwestern,Jay Slater,Northwestern,FR,C,0.243,0.329,0.449,0.778,43,156,136,17,33,8,1,6,25,6,12,25,0,0
nwestern,Jackson Freeman,Northwestern,JR,RF,0.234,0.318,0.416,0.735,52,226,197,28,46,7,1,9,21,4,21,53,1,2
nwestern,Jake Yang,Northwestern,FR,DH,0.269,0.38,0.313,0.693,24,81,67,12,18,3,0,0,8,1,11,10,1,1
nwestern,Jack Counsell,Northwestern,JR,2B,0.25,0.32,0.344,0.664,23,76,64,8,16,4,1,0,10,1,7,15,0,2
nwestern,Josh Ramos,Northwestern,JR,C,0.25,0.4,0.25,0.65,3,5,4,1,1,0,0,0,0,0,1,2,0,0
nwestern,Griffin Mills,Northwestern,JR,LF,0.207,0.368,0.414,0.782,17,38,29,11,6,1,1,1,3,0,8,13,0,1
nwestern,Carter Danz,Northwestern,SO,LF,0.2,0.188,0.333,0.521,7,16,15,2,3,2,0,0,1,0,0,6,0,0
nwestern,Marty Kaplan,Northwestern,SR,LF,0.182,0.357,0.182,0.539,8,14,11,2,2,0,0,0,2,0,3,3,0,0
nwestern,Charlie Caruso,Northwestern,SO,DH,0.158,0.304,0.263,0.568,19,47,38,7,6,4,0,0,2,2,6,15,0,2
nwestern,Shane Hofstadler,Northwestern,GR,C,0.156,0.372,0.344,0.716,13,44,32,7,5,3,0,1,7,3,8,6,0,0
nwestern,Noah Brocklebank,Northwestern,FR,2B,0.053,0.25,0.053,0.303,10,24,19,4,1,0,0,0,0,0,5,11,0,0
nwestern,Masai Marshall,Northwestern,SO,,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0
nwestern,Alex Grant,Northwestern,SO,P,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
nwestern,Jake Rifenburg,Northwestern,FR,P,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
ucsb,Rowan Kelly,UC Santa Barbara,SO,CF,0.336,0.43,0.445,0.876,56,259,211,51,71,14,0,3,42,12,25,32,12,4
ucsb,Will Vasseur,UC Santa Barbara,SR,2B,0.323,0.381,0.43,0.811,45,186,158,29,51,11,0,2,29,8,8,18,3,1
ucsb,Corey Nunez,UC Santa Barbara,SR,SS,0.285,0.37,0.411,0.781,44,182,151,33,43,9,2,2,14,8,13,23,5,1
ucsb,Jonathan Mendez,UC Santa Barbara,JR,SS,0.285,0.335,0.404,0.739,42,165,151,20,43,10,1,2,18,4,8,30,3,0
ucsb,Nate Vargas,UC Santa Barbara,SR,C,0.274,0.388,0.568,0.956,44,179,146,31,40,10,0,11,36,10,19,35,0,0
ucsb,Nick Husovsky,UC Santa Barbara,GR,1B,0.267,0.345,0.394,0.739,51,208,180,29,48,5,0,6,35,4,18,39,0,2
ucsb,Xavier Esquer,UC Santa Barbara,JR,3B,0.232,0.333,0.401,0.735,45,169,142,25,33,8,2,4,28,5,17,36,2,2
ucsb,Noah Karliner,UC Santa Barbara,GR,RF,0.23,0.34,0.435,0.775,51,188,161,28,37,6,0,9,27,3,24,56,1,0
ucsb,Jordan Marian,UC Santa Barbara,FR,,0.5,0.75,0.75,1.5,8,8,4,1,2,1,0,0,1,0,4,1,0,0
ucsb,Liam Barrett,UC Santa Barbara,SO,LF,0.327,0.46,0.482,0.942,32,142,110,30,36,8,0,3,17,5,23,20,3,0
ucsb,Colin Beazizo,UC Santa Barbara,JR,LF,0.321,0.444,0.474,0.919,29,100,78,16,25,2,2,2,13,11,8,25,2,1
ucsb,Cole Kosciusko,UC Santa Barbara,SR,DH,0.256,0.321,0.359,0.68,40,131,117,14,30,7,1,1,20,2,10,29,1,4
ucsb,Ryan Severns,UC Santa Barbara,FR,2B,0.231,0.34,0.308,0.648,19,47,39,6,9,3,0,0,4,4,3,18,1,0
ucsb,Cade Goldstein,UC Santa Barbara,FR,2B,0.228,0.419,0.342,0.761,27,110,79,13,18,3,0,2,12,7,19,24,5,3
ucsb,Mitch Namie,UC Santa Barbara,SR,LF,0.2,0.294,0.267,0.561,9,17,15,1,3,1,0,0,2,1,1,3,0,0
ucsb,Max Stagg,UC Santa Barbara,SO,LF,0.188,0.328,0.188,0.515,25,62,48,8,9,0,0,0,4,2,8,18,0,1
ucsb,Nico Libed,UC Santa Barbara,JR,C,0.183,0.319,0.233,0.553,26,74,60,4,11,3,0,0,9,2,10,11,3,0
ucsb,Jack Haferkamp,UC Santa Barbara,FR,LF,0.077,0.143,0.077,0.22,12,14,13,1,1,0,0,0,1,0,1,6,0,0
ucsb,Josh Jannicelli,UC Santa Barbara,FR,P,0,1,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0
calpoly,Ryan Tayman,Cal Poly,JR,C,0.362,0.453,0.681,1.134,61,278,232,53,84,18,1,18,56,11,30,47,1,1
calpoly,Nate Castellon,Cal Poly,SO,SS,0.328,0.405,0.443,0.848,59,292,253,48,83,14,0,5,31,10,24,14,4,3
calpoly,Alejandro Garza,Cal Poly,JR,3B,0.325,0.358,0.455,0.813,61,297,277,46,90,21,0,5,49,5,11,17,4,1
calpoly,Casey Murray Jr.,Cal Poly,GR,CF,0.321,0.405,0.475,0.88,61,276,240,48,77,12,5,5,31,4,30,62,3,2
calpoly,Cam Hoiland,Cal Poly,GR,DH,0.315,0.408,0.494,0.903,53,216,178,42,56,14,0,6,28,6,25,24,1,2
calpoly,Gavin Spiridonoff,Cal Poly,FR,1B,0.294,0.361,0.494,0.855,50,183,160,30,47,14,3,4,26,9,9,32,0,0
calpoly,Dante Vachini,Cal Poly,SO,LF,0.283,0.333,0.4,0.733,52,202,180,27,51,11,2,2,23,1,13,33,3,1
calpoly,Jake Downing,Cal Poly,SO,2B,0.278,0.365,0.409,0.774,58,239,198,44,55,16,2,2,37,2,28,65,1,1
calpoly,Dylan Kordic,Cal Poly,GR,RF,0.272,0.364,0.509,0.873,53,196,169,24,46,13,0,9,37,3,22,41,1,1
calpoly,Xander McLaurin,Cal Poly,SR,DH,0.304,0.337,0.481,0.818,40,88,79,12,24,8,0,2,14,2,3,15,0,0
calpoly,Owen Meli,Cal Poly,FR,LF,0.3,0.3,0.4,0.7,8,10,10,4,3,1,0,0,2,0,0,4,0,0
calpoly,Braxton Thomas,Cal Poly,JR,DH,0.256,0.345,0.336,0.681,41,148,125,14,32,10,0,0,18,7,12,26,1,0
calpoly,Antonio Castro,Cal Poly,FR,2B,0.214,0.353,0.371,0.724,28,85,70,11,15,3,1,2,13,2,13,22,3,0
calpoly,Vinnie Van der Wel,Cal Poly,SO,C,0,0,0,0,9,14,13,1,0,0,0,0,1,0,0,4,0,0
calpoly,Arlo Pendleton,Cal Poly,FR,P,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ucsandiego,Anthony Potestio,UC San Diego,JR,SS,0.298,0.431,0.436,0.867,49,240,188,45,56,12,1,4,22,13,34,38,12,2
ucsandiego,J.C. Allen,UC San Diego,SR,3B,0.284,0.362,0.466,0.828,52,230,204,30,58,14,1,7,41,2,23,58,0,0
ucsandiego,Gabe Camacho,UC San Diego,JR,1B,0.267,0.403,0.576,0.979,54,264,210,51,56,13,2,16,54,27,23,50,1,0
